2008,1,3,4,2003,1955,2211,2225,WN,335,N712SW,128,150,116,-14,8,IAD,TPA,810,4,8,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,754,735,1002,1000,WN,3231,N772SW,128,145,113,2,19,IAD,TPA,810,5,10,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,628,620,804,750,WN,448,N428WN,96,90,76,14,8,IND,BWI,515,3,17,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,926,930,1054,1100,WN,1746,N612SW,88,90,78,-6,-4,IND,BWI,515,3,7,0,,0,NA,NA,NA,NA,NA
2008,2,3,4,1829,1755,1959,1925,WN,3920,N464WN,90,90,77,34,34,IND,BWI,515,3,10,0,,0,2,0,0,0,32
2008,2,3,4,1940,1915,2121,2110,WN,378,N726SW,101,115,87,11,25,IND,JAX,688,4,10,0,,0,NA,NA,NA,NA,NA
2008,2,3,4,1937,1830,2037,1940,WN,509,N763SW,240,250,230,57,67,IND,LAS,1591,3,7,0,,0,10,0,0,0,47
2008,2,3,4,1039,1040,1132,1150,WN,535,N428WN,233,250,219,-18,-1,IND,LAS,1591,7,7,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,617,615,652,650,WN,11,N689SW,95,95,70,2,2,IND,MCI,451,6,19,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1620,1620,1639,1655,WN,810,N648SW,79,95,70,-16,0,IND,MCI,451,3,6,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,706,700,916,915,WN,100,N690SW,130,135,106,1,6,IND,MCO,828,5,19,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1644,1510,1845,1725,WN,1333,N334SW,121,135,107,80,94,IND,MCO,828,6,8,0,,0,8,0,0,0,72
2008,3,3,4,1426,1430,1426,1425,WN,829,N476WN,60,55,39,1,-4,IND,MDW,162,9,12,0,,0,NA,NA,NA,NA,NA
2008,3,3,4,715,715,720,710,WN,1016,N765SW,65,55,37,10,0,IND,MDW,162,7,21,0,,0,NA,NA,NA,NA,NA
2008,3,3,4,1702,1700,1651,1655,WN,1827,N420WN,49,55,35,-4,2,IND,MDW,162,4,10,0,,0,NA,NA,NA,NA,NA
2008,3,3,4,1029,1020,1021,1010,WN,2272,N263WN,52,50,37,11,9,IND,MDW,162,6,9,0,,0,NA,NA,NA,NA,NA
2008,3,3,4,1452,1425,1640,1625,WN,675,N286WN,228,240,213,15,27,IND,PHX,1489,7,8,0,,0,3,0,0,0,12
2008,3,3,4,754,745,940,955,WN,1144,N778SW,226,250,205,-15,9,IND,PHX,1489,5,16,0,,0,NA,NA,NA,NA,NA
2008,1,3,4,1323,1255,1526,1510,WN,4,N674AA,123,135,110,16,28,IND,TPA,838,4,9,0,,0,0,0,0,0,16
2008,1,20,7,958,1005,1234,1252,XE,7669,N11181,96,107,82,-18,-7,ONT,SLC,558,5,9,0,,0,NA,NA,NA,NA,NA
2008,1,21,1,1208,1005,1442,1252,XE,7669,N33182,94,107,74,110,123,ONT,SLC,558,9,11,0,,0,1,0,0,0,109
2008,4,22,2,1300,1005,1532,1252,XE,7669,N11181,92,107,74,160,175,ONT,SLC,558,7,11,0,,0,0,0,0,0,160
2008,4,23,3,1047,1005,1322,1252,XE,7669,N12167,95,107,75,30,42,ONT,SLC,558,8,12,0,,0,8,0,0,0,22
2008,4,24,4,1004,1005,1234,1252,XE,7669,N11176,90,107,72,-18,-1,ONT,SLC,558,8,10,0,,0,NA,NA,NA,NA,NA
2008,4,25,5,1252,1005,1527,1252,XE,7669,N16170,95,107,75,155,167,ONT,SLC,558,6,14,0,,0,0,0,0,0,155
2008,4,26,6,937,945,1216,1232,XE,7669,N33182,99,107,79,-16,-8,ONT,SLC,558,6,14,0,,0,NA,NA,NA,NA,NA
2008,1,27,7,1036,1005,1307,1252,XE,7669,N11176,91,107,75,15,31,ONT,SLC,558,6,10,0,,0,0,0,0,0,15
2008,1,28,1,1110,1005,1355,1252,XE,7669,N33182,105,107,78,63,65,ONT,SLC,558,9,18,0,,0,0,0,6,0,57
2008,1,29,2,1044,1005,1318,1252,XE,7669,N12167,94,107,80,26,39,ONT,SLC,558,6,8,0,,0,1,0,0,0,25
2008,1,30,3,1002,1005,1248,1252,XE,7669,N11176,106,107,86,-4,-3,ONT,SLC,558,6,14,0,,0,NA,NA,NA,NA,NA
2008,1,31,4,958,1005,1243,1252,XE,7669,N11176,105,107,84,-9,-7,ONT,SLC,558,7,14,0,,0,NA,NA,NA,NA,NA
2008,1,1,2,1337,1330,1653,1650,XE,7669,N14177,136,140,109,3,7,SLC,OKC,866,5,22,0,,0,NA,NA,NA,NA,NA
2008,2,2,3,1330,1330,1655,1650,XE,7669,N33182,145,140,129,5,0,SLC,OKC,866,5,11,0,,0,NA,NA,NA,NA,NA
2008,2,7,1,1348,1340,1713,1700,XE,7669,N14180,145,140,110,13,8,SLC,OKC,866,6,29,0,,0,NA,NA,NA,NA,NA
2008,3,10,4,1334,1340,1644,1700,XE,7669,N11181,130,140,104,-16,-6,SLC,OKC,866,5,21,0,,0,NA,NA,NA,NA,NA
2008,3,11,5,1344,1340,1648,1700,XE,7669,N12167,124,140,103,-12,4,SLC,OKC,866,4,17,0,,0,NA,NA,NA,NA,NA
2008,1,13,7,1354,1340,1713,1700,XE,7669,N33182,139,140,111,13,14,SLC,OKC,866,11,17,0,,0,NA,NA,NA,NA,NA
2008,1,14,1,1341,1340,1702,1700,XE,7669,N11181,141,140,114,2,1,SLC,OKC,866,4,23,0,,0,NA,NA,NA,NA,NA
2008,1,17,4,1340,1340,1649,1700,XE,7669,N11181,129,140,109,-11,0,SLC,OKC,866,4,16,0,,0,NA,NA,NA,NA,NA
2008,1,18,5,1337,1340,1651,1700,XE,7669,N14180,134,140,115,-9,-3,SLC,OKC,866,6,13,0,,0,NA,NA,NA,NA,NA
2008,4,20,7,1343,1340,1700,1700,XE,7669,N11181,137,140,110,0,3,SLC,OKC,866,4,23,0,,0,NA,NA,NA,NA,NA
2008,4,21,1,1446,1340,1812,1700,XE,7669,N11176,146,140,104,72,66,SLC,OKC,866,4,38,0,,0,0,66,6,0,0
2008,1,24,4,1344,1340,1659,1700,XE,7669,N11181,135,140,110,-1,4,SLC,OKC,866,5,20,0,,0,NA,NA,NA,NA,NA
2008,1,25,5,1607,1340,1923,1700,XE,7669,N11181,136,140,111,143,147,SLC,OKC,866,3,22,0,,0,143,0,0,0,0
2008,1,27,7,1343,1340,1728,1700,XE,7669,N11176,165,140,112,28,3,SLC,OKC,866,4,49,0,,0,0,0,28,0,0
2008,1,28,1,1524,1340,1844,1700,XE,7669,N11176,140,140,107,104,104,SLC,OKC,866,5,28,0,,0,0,0,19,0,85
2008,1,31,4,1341,1340,1650,1700,XE,7669,N12167,129,140,111,-10,1,SLC,OKC,866,4,14,0,,0,NA,NA,NA,NA,NA
2008,2,5,6,2148,2230,2354,2341,XE,7670,N14173,126,71,40,13,-42,LAX,LAS,236,4,82,0,,0,NA,NA,NA,NA,NA
2008,2,6,7,2256,2230,27,2341,XE,7670,N12569,91,71,40,46,26,LAX,LAS,236,8,43,0,,0,0,0,31,0,15
2008,1,6,7,637,630,739,741,XE,7671,N14173,62,71,45,-2,7,LAS,LAX,236,6,11,0,,0,NA,NA,NA,NA,NA
2008,1,7,1,629,630,744,741,XE,7671,N12569,75,71,42,3,-1,LAS,LAX,236,7,26,0,,0,NA,NA,NA,NA,NA
2008,3,1,2,613,623,807,805,XE,7671,N33182,174,162,153,2,-10,OKC,SLC,866,5,16,0,,0,NA,NA,NA,NA,NA
